,sea,Practice,Low,1,2014-06-12,14:41:28:760,radio,NA,short,low,start,Classic Rock,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:41:29:821,radio,NA,short,low,next_task,Classic Rock,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:41:36:700,radio,NA,short,low,command_correct,Classic Rock,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:41:45:095,radio,NA,short,low,confirm_correct,Classic Rock,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:41:45:167,radio,NA,short,low,next_task,ESPN Xtreme,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:41:53:181,radio,NA,short,low,command_repeat,ESPN Xtreme,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:42:00:399,radio,NA,short,low,command_incorrect,ESPN Xtreme,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:42:07:654,radio,NA,short,low,next_task,Radio Disney,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:42:07:617,radio,NA,short,low,command_incorrect,ESPN Xtreme,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:42:08:119,radio,NA,short,low,fail_command_repeat,Radio Disney,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:42:15:063,radio,NA,short,low,command_correct,Radio Disney,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:42:24:269,calendar,1,short,low,start,NA,NA,Becky Wal-Mart Friday 6:00 PM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:42:25:309,calendar,1,short,low,next_task,NA,NA,Becky Wal-Mart Friday 6:00 PM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:42:37:825,calendar,1,short,low,command_incorrect,NA,NA,Becky Wal-Mart Friday 6:00 PM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:42:52:497,calendar,1,short,low,command_correct,NA,NA,Becky Wal-Mart Friday 6:00 PM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:43:00:904,calendar,1,short,low,confirm_correct,NA,NA,Becky Wal-Mart Friday 6:00 PM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:43:01:109,calendar,1,short,low,next_task,NA,NA,Rob The Meat House Wednesday 1:00 PM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:43:14:040,calendar,1,short,low,command_correct,NA,NA,Rob The Meat House Wednesday 1:00 PM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:43:22:292,calendar,1,short,low,confirm_correct,NA,NA,Rob The Meat House Wednesday 1:00 PM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:43:22:335,calendar,1,short,low,next_task,NA,NA,Phil Lowes Thursday 10:00 AM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:43:36:329,calendar,1,short,low,command_incorrect,NA,NA,Phil Lowes Thursday 10:00 AM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:43:49:729,calendar,1,short,low,command_incorrect,NA,NA,Phil Lowes Thursday 10:00 AM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:44:04:008,calendar,1,short,low,command_incorrect,NA,NA,Phil Lowes Thursday 10:00 AM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:44:04:083,calendar,1,short,low,next_task,NA,NA,Sarah Guitar Center Tuesday 9:00 AM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:44:04:512,calendar,1,short,low,fail_command_repeat,NA,NA,Sarah Guitar Center Tuesday 9:00 AM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:44:18:013,calendar,1,short,low,command_incorrect,NA,NA,Sarah Guitar Center Tuesday 9:00 AM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:44:31:251,calendar,1,short,low,command_correct,NA,NA,Sarah Guitar Center Tuesday 9:00 AM,NA,0,
,sea,Practice,Low,1,2014-06-12,14:44:41:329,nav,1,short,low,start,NA,8915 Harvard Ave,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:44:42:381,nav,1,short,low,next_task,NA,8915 Harvard Ave,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:45:00:045,nav,1,short,low,command_incorrect,NA,8915 Harvard Ave,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:45:12:295,nav,1,short,low,command_repeat,NA,8915 Harvard Ave,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:45:30:885,nav,1,short,low,command_incorrect,NA,8915 Harvard Ave,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:45:30:949,nav,1,short,low,next_task,NA,6322 Madison Ave,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:45:31:387,nav,1,short,low,fail_command_repeat,NA,6322 Madison Ave,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:45:46:197,nav,1,short,low,command_correct,NA,6322 Madison Ave,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:45:56:415,n-back,NA,NA,NA,start,NA,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:45:57:451,n-back,NA,NA,NA,next_task,NA,NA,NA,NA,0,
,sea,Practice,Low,1,2014-06-12,14:46:06:765,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5},0,
,sea,Practice,Low,1,2014-06-12,14:46:09:764,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0},0,
,sea,Practice,Low,1,2014-06-12,14:46:12:133,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0},1,
,sea,Practice,Low,1,2014-06-12,14:46:12:764,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2},1,
,sea,Practice,Low,1,2014-06-12,14:46:14:616,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2},2,
,sea,Practice,Low,1,2014-06-12,14:46:15:764,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7},2,
,sea,Practice,Low,1,2014-06-12,14:46:17:858,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7},3,
,sea,Practice,Low,1,2014-06-12,14:46:18:765,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0},3,
,sea,Practice,Low,1,2014-06-12,14:46:20:916,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0},4,
,sea,Practice,Low,1,2014-06-12,14:46:21:765,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5},4,
,sea,Practice,Low,1,2014-06-12,14:46:23:586,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5},5,
,sea,Practice,Low,1,2014-06-12,14:46:24:765,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9},5,
,sea,Practice,Low,1,2014-06-12,14:46:27:242,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9},6,
,sea,Practice,Low,1,2014-06-12,14:46:27:765,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1},6,
,sea,Practice,Low,1,2014-06-12,14:46:29:806,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1},7,
,sea,Practice,Low,1,2014-06-12,14:46:30:766,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0},7,
,sea,Practice,Low,1,2014-06-12,14:46:33:035,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0},8,
,sea,Practice,Low,1,2014-06-12,14:46:33:766,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7},8,
,sea,Practice,Low,1,2014-06-12,14:46:35:959,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7},9,
,sea,Practice,Low,1,2014-06-12,14:46:36:767,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2},9,
,sea,Practice,Low,1,2014-06-12,14:46:38:602,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2},10,
,sea,Practice,Low,1,2014-06-12,14:46:39:768,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9},10,
,sea,Practice,Low,1,2014-06-12,14:46:41:938,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9},11,
,sea,Practice,Low,1,2014-06-12,14:46:42:768,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1},11,
,sea,Practice,Low,1,2014-06-12,14:46:44:843,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1},12,
,sea,Practice,Low,1,2014-06-12,14:46:45:769,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7},12,
,sea,Practice,Low,1,2014-06-12,14:46:48:772,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0},12,
,sea,Practice,Low,1,2014-06-12,14:46:51:306,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0},13,
,sea,Practice,Low,1,2014-06-12,14:46:51:777,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1},13,
,sea,Practice,Low,1,2014-06-12,14:46:54:402,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1},14,
,sea,Practice,Low,1,2014-06-12,14:46:54:777,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5},14,
,sea,Practice,Low,1,2014-06-12,14:46:56:792,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5},15,
,sea,Practice,Low,1,2014-06-12,14:46:57:777,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5 4},15,
,sea,Practice,Low,1,2014-06-12,14:46:59:683,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5 4},16,
,sea,Practice,Low,1,2014-06-12,14:47:00:783,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5 4 6},16,
,sea,Practice,Low,1,2014-06-12,14:47:03:105,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5 4 6},17,
,sea,Practice,Low,1,2014-06-12,14:47:03:783,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5 4 6 9},17,
,sea,Practice,Low,1,2014-06-12,14:47:05:772,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5 4 6 9},18,
,sea,Practice,Low,1,2014-06-12,14:47:06:784,n-back,NA,NA,NA,nb_num,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5 4 6 9 3},18,
,sea,Practice,Low,1,2014-06-12,14:47:10:185,n-back,NA,NA,NA,nb_correct,NA,NA,NA,{ 5 0 2 7 0 5 9 1 0 7 2 9 1 7 0 1 5 4 6 9 3},19,
